market_name,median_avg_prices_15days,assets.descriptions,assets.type
AK-47 | Phantom Disruptor (Well-Worn),"[['Jun 12 2023', 7.417043478260869, 102], ['Jun 13 2023', 7.354571428571428, 70], ['Jun 14 2023', 7.366652173913043, 110], ['Jun 15 2023', 7.620291666666667, 110], ['Jun 16 2023', 7.646041666666668, 96], ['Jun 17 2023', 7.503272727272729, 104], ['Jun 18 2023', 7.645217391304348, 100], ['Jun 19 2023', 7.766565217391304, 97], ['Jun 20 2023', 7.6626315789473685, 71], ['Jun 21 2023', 7.42835, 85], ['Jun 22 2023', 7.487523809523809, 79], ['Jun 23 2023', 7.322739130434782, 99], ['Jun 24 2023', 7.306166666666666, 79], ['Jun 25 2023', 7.147714285714286, 87], ['Jun 26 2023', 7.04304347826087, 102]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A mistform illusion creature has been custom painted over a matte black base.\n\n<i>""It can be whatever it wants, wherever it wants, and yet it chooses to reside with you…""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Phantom Disruptor (Battle-Scarred),"[['Jun 12 2023', 5.462043478260868, 202], ['Jun 13 2023', 5.4697272727272725, 168], ['Jun 14 2023', 5.515499999999999, 210], ['Jun 15 2023', 5.479208333333332, 216], ['Jun 16 2023', 5.65391304347826, 186], ['Jun 17 2023', 5.5982916666666656, 202], ['Jun 18 2023', 5.718652173913044, 181], ['Jun 19 2023', 5.5715, 167], ['Jun 20 2023', 5.643727272727273, 151], ['Jun 21 2023', 5.6982083333333335, 176], ['Jun 22 2023', 5.744952380952381, 186], ['Jun 23 2023', 5.435958333333333, 253], ['Jun 24 2023', 4.8578636363636365, 202], ['Jun 25 2023', 5.253499999999999, 217], ['Jun 26 2023', 5.215041666666667, 197]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A mistform illusion creature has been custom painted over a matte black base.\n\n<i>""It can be whatever it wants, wherever it wants, and yet it chooses to reside with you…""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Point Disarray (Factory New),"[['Jun 12 2023', 35.00671428571429, 23], ['Jun 13 2023', 36.9279090909091, 20], ['Jun 14 2023', 35.297000000000004, 33], ['Jun 15 2023', 35.8318125, 33], ['Jun 16 2023', 36.225052631578954, 32], ['Jun 17 2023', 36.698428571428565, 26], ['Jun 18 2023', 35.27764285714286, 25], ['Jun 19 2023', 35.54564285714286, 26], ['Jun 20 2023', 35.363142857142854, 21], ['Jun 21 2023', 34.78742857142857, 21], ['Jun 22 2023', 35.138666666666666, 22], ['Jun 23 2023', 34.25127777777778, 42], ['Jun 24 2023', 33.09442857142857, 27], ['Jun 25 2023', 33.302789473684214, 39], ['Jun 26 2023', 32.80272222222223, 38]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a geometric hydrographic.\n\n<i>Up close it is chaos... from a distance it is beauty - Franz Kriegeld, Phoenix Tactician</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Revolver Case Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Point Disarray (Minimal Wear),"[['Jun 12 2023', 19.60833333333333, 84], ['Jun 13 2023', 19.84595238095238, 91], ['Jun 14 2023', 20.815826086956523, 81], ['Jun 15 2023', 20.24309090909091, 85], ['Jun 16 2023', 19.949874999999995, 108], ['Jun 17 2023', 20.33386363636364, 99], ['Jun 18 2023', 21.239545454545453, 89], ['Jun 19 2023', 20.227999999999998, 82], ['Jun 20 2023', 19.99295, 70], ['Jun 21 2023', 19.603499999999997, 80], ['Jun 22 2023', 21.014909090909093, 83], ['Jun 23 2023', 19.03039130434783, 119], ['Jun 24 2023', 19.096217391304346, 112], ['Jun 25 2023', 18.878954545454544, 93], ['Jun 26 2023', 18.720809523809525, 107]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a geometric hydrographic.\n\n<i>Up close it is chaos... from a distance it is beauty - Franz Kriegeld, Phoenix Tactician</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Revolver Case Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Point Disarray (Field-Tested),"[['Jun 12 2023', 12.540695652173913, 255], ['Jun 13 2023', 12.704695652173912, 231], ['Jun 14 2023', 12.80075, 280], ['Jun 15 2023', 12.798124999999999, 281], ['Jun 16 2023', 12.683625000000001, 236], ['Jun 17 2023', 12.805458333333329, 283], ['Jun 18 2023', 12.735583333333336, 263], ['Jun 19 2023', 12.799083333333336, 243], ['Jun 20 2023', 12.596772727272725, 214], ['Jun 21 2023', 12.209130434782606, 267], ['Jun 22 2023', 12.713739130434783, 258], ['Jun 23 2023', 11.987043478260873, 362], ['Jun 24 2023', 12.011608695652171, 277], ['Jun 25 2023', 11.693173913043477, 290], ['Jun 26 2023', 11.651434782608696, 257]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a geometric hydrographic.\n\n<i>Up close it is chaos... from a distance it is beauty - Franz Kriegeld, Phoenix Tactician</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Revolver Case Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_aleksib.a34af5d8085538634dd71721405d3a61d09d5dfb.png""><br>Sticker: Aleksib | Katowice 2019</center></div>'}]",Classified Rifle
AK-47 | Point Disarray (Well-Worn),"[['Jun 12 2023', 13.823416666666667, 23], ['Jun 13 2023', 14.048823529411765, 31], ['Jun 14 2023', 14.211187500000001, 31], ['Jun 15 2023', 14.100357142857145, 35], ['Jun 16 2023', 13.838588235294118, 37], ['Jun 17 2023', 14.143062499999997, 39], ['Jun 18 2023', 14.2924375, 30], ['Jun 19 2023', 14.282888888888888, 29], ['Jun 20 2023', 14.341230769230767, 23], ['Jun 21 2023', 13.696, 33], ['Jun 22 2023', 13.784928571428575, 25], ['Jun 23 2023', 13.706055555555556, 38], ['Jun 24 2023', 12.9621875, 33], ['Jun 25 2023', 13.767294117647058, 32], ['Jun 26 2023', 13.923066666666667, 29]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a geometric hydrographic.\n\n<i>Up close it is chaos... from a distance it is beauty - Franz Kriegeld, Phoenix Tactician</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Revolver Case Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Point Disarray (Battle-Scarred),"[['Jun 12 2023', 9.529157894736842, 76], ['Jun 13 2023', 9.532476190476192, 84], ['Jun 14 2023', 9.467652173913041, 97], ['Jun 15 2023', 9.316650000000003, 70], ['Jun 16 2023', 9.461791666666668, 90], ['Jun 17 2023', 9.5124, 82], ['Jun 18 2023', 9.669818181818183, 83], ['Jun 19 2023', 9.773227272727274, 79], ['Jun 20 2023', 9.653190476190476, 73], ['Jun 21 2023', 9.905888888888889, 74], ['Jun 22 2023', 9.947590909090906, 72], ['Jun 23 2023', 9.608590909090909, 109], ['Jun 24 2023', 9.403666666666668, 89], ['Jun 25 2023', 9.463095238095237, 78], ['Jun 26 2023', 9.3015, 78]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a geometric hydrographic.\n\n<i>Up close it is chaos... from a distance it is beauty - Franz Kriegeld, Phoenix Tactician</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Revolver Case Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community02/eco_rush.d87b327da1cbc310b6be291e63f61eb336db3ab7.png""><br>Sticker: Eco Rush</center></div>'}]",Classified Rifle
AK-47 | Frontside Misty (Factory New),"[['Jun 12 2023', 81.46141666666666, 13], ['Jun 13 2023', 77.496, 9], ['Jun 14 2023', 83.80625, 11], ['Jun 15 2023', 83.43833333333333, 3], ['Jun 16 2023', 82.39571428571428, 8], ['Jun 17 2023', 80.49680000000001, 6], ['Jun 18 2023', 80.72728571428571, 8], ['Jun 19 2023', 86.03566666666666, 11], ['Jun 20 2023', 82.4332, 7], ['Jun 21 2023', 78.56600000000002, 4], ['Jun 22 2023', 76.9825, 9], ['Jun 23 2023', 80.42209999999999, 16], ['Jun 24 2023', 81.5976, 7], ['Jun 25 2023', 76.25280000000001, 12], ['Jun 26 2023', 80.16725000000001, 14]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been painted in vibrant arctic colors.\n\n<i>I like to work in the snow... it always leaves a pretty picture - Javier Alviso, Fist of the Phoenix</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Shadow Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/global_elite.3660cac91949fa340155ffa53c838f29c29f453d.png""><br>Sticker: Global Elite</center></div>'}]",Classified Rifle
AK-47 | Frontside Misty (Minimal Wear),"[['Jun 12 2023', 31.01944444444444, 58], ['Jun 13 2023', 31.550285714285717, 67], ['Jun 14 2023', 31.545227272727264, 57], ['Jun 15 2023', 31.062625000000008, 73], ['Jun 16 2023', 32.27326086956521, 69], ['Jun 17 2023', 33.34158333333334, 73], ['Jun 18 2023', 31.67725, 67], ['Jun 19 2023', 31.51690909090909, 64], ['Jun 20 2023', 30.571578947368426, 48], ['Jun 21 2023', 31.29728571428571, 65], ['Jun 22 2023', 30.748954545454545, 52], ['Jun 23 2023', 30.076590909090907, 81], ['Jun 24 2023', 29.27168181818182, 75], ['Jun 25 2023', 29.069047619047616, 85], ['Jun 26 2023', 29.00105555555555, 68]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been painted in vibrant arctic colors.\n\n<i>I like to work in the snow... it always leaves a pretty picture - Javier Alviso, Fist of the Phoenix</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Shadow Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/shattered_web/counter_tech.0865e7c46d85164890b76ebefe2750a6b7fdd694.png""><br>Sticker: Counter-Tech</center></div>'}]",Classified Rifle
AK-47 | Frontside Misty (Field-Tested),"[['Jun 12 2023', 17.544956521739127, 257], ['Jun 13 2023', 17.648217391304346, 200], ['Jun 14 2023', 17.845916666666664, 223], ['Jun 15 2023', 17.571708333333337, 242], ['Jun 16 2023', 17.767666666666663, 264], ['Jun 17 2023', 17.867416666666664, 262], ['Jun 18 2023', 17.883916666666668, 248], ['Jun 19 2023', 17.882166666666663, 250], ['Jun 20 2023', 17.407954545454544, 195], ['Jun 21 2023', 17.37352173913044, 230], ['Jun 22 2023', 17.281304347826087, 223], ['Jun 23 2023', 16.52604347826087, 386], ['Jun 24 2023', 16.59786956521739, 274], ['Jun 25 2023', 16.154695652173913, 294], ['Jun 26 2023', 16.167652173913044, 264]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been painted in vibrant arctic colors.\n\n<i>I like to work in the snow... it always leaves a pretty picture - Javier Alviso, Fist of the Phoenix</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Shadow Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/envyus.89a88946df01bd6eb9a7e9dc02885ec043671702.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cs20/cs20_surf.28e6f0c20bd18e81d2d73fb2d1a57ff64f17b65e.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/feral_predators/scavenger_glossy.2d3adb1fc566ac4e5f43ff7a6c75f0d30b1e874f.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/enfu_capsule/ninja_foil.9f3374be9f9e1583d214fd7dd3f1dd573551f1bb.png""><br>Sticker: Team EnVyUs | Cologne 2015, Surf\'s Up, Scavenger, Silent Ninja (Foil)</center></div>'}]",Classified Rifle
AK-47 | Frontside Misty (Well-Worn),"[['Jun 12 2023', 16.26227777777778, 59], ['Jun 13 2023', 16.65377777777778, 50], ['Jun 14 2023', 16.808818181818182, 64], ['Jun 15 2023', 16.865047619047623, 56], ['Jun 16 2023', 15.993952380952376, 55], ['Jun 17 2023', 16.96805, 53], ['Jun 18 2023', 16.789476190476194, 69], ['Jun 19 2023', 16.648714285714288, 54], ['Jun 20 2023', 16.556874999999998, 45], ['Jun 21 2023', 16.339764705882352, 45], ['Jun 22 2023', 16.636666666666667, 49], ['Jun 23 2023', 15.885833333333332, 63], ['Jun 24 2023', 15.179421052631582, 55], ['Jun 25 2023', 15.018727272727272, 64], ['Jun 26 2023', 15.252105263157896, 47]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been painted in vibrant arctic colors.\n\n<i>I like to work in the snow... it always leaves a pretty picture - Javier Alviso, Fist of the Phoenix</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Shadow Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Frontside Misty (Battle-Scarred),"[['Jun 12 2023', 11.37386956521739, 79], ['Jun 13 2023', 11.09478947368421, 69], ['Jun 14 2023', 11.71631818181818, 92], ['Jun 15 2023', 11.353333333333333, 83], ['Jun 16 2023', 11.786449999999999, 76], ['Jun 17 2023', 11.681999999999999, 104], ['Jun 18 2023', 11.648045454545452, 86], ['Jun 19 2023', 11.841761904761903, 75], ['Jun 20 2023', 11.689315789473682, 63], ['Jun 21 2023', 11.415333333333336, 77], ['Jun 22 2023', 11.496454545454547, 74], ['Jun 23 2023', 11.196714285714284, 118], ['Jun 24 2023', 11.089500000000001, 84], ['Jun 25 2023', 11.051565217391305, 92], ['Jun 26 2023', 10.991380952380952, 85]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been painted in vibrant arctic colors.\n\n<i>I like to work in the snow... it always leaves a pretty picture - Javier Alviso, Fist of the Phoenix</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Shadow Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Cartel (Factory New),"[['Jun 12 2023', 32.41009090909091, 12], ['Jun 13 2023', 34.34411111111112, 18], ['Jun 14 2023', 33.05323076923077, 17], ['Jun 15 2023', 32.99983333333333, 15], ['Jun 16 2023', 32.655, 15], ['Jun 17 2023', 34.09842857142858, 10], ['Jun 18 2023', 32.512, 16], ['Jun 19 2023', 33.951076923076926, 19], ['Jun 20 2023', 32.16566666666667, 10], ['Jun 21 2023', 33.0997, 13], ['Jun 22 2023', 32.7815, 12], ['Jun 23 2023', 32.35375, 16], ['Jun 24 2023', 29.97109090909091, 20], ['Jun 25 2023', 29.538625, 10], ['Jun 26 2023', 30.502624999999995, 11]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been engraved with skeletons, flowers and serpents.\n\n<i>One little squeeze turns every morning into the Day of the Dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Cartel (Minimal Wear),"[['Jun 12 2023', 13.019450000000003, 60], ['Jun 13 2023', 13.304764705882352, 38], ['Jun 14 2023', 12.574857142857141, 44], ['Jun 15 2023', 12.99261904761905, 57], ['Jun 16 2023', 13.053749999999999, 56], ['Jun 17 2023', 13.40527272727273, 49], ['Jun 18 2023', 13.736944444444447, 39], ['Jun 19 2023', 12.988818181818182, 53], ['Jun 20 2023', 13.028500000000001, 41], ['Jun 21 2023', 12.962800000000001, 51], ['Jun 22 2023', 13.065533333333333, 36], ['Jun 23 2023', 12.87090476190476, 69], ['Jun 24 2023', 12.983904761904764, 43], ['Jun 25 2023', 12.493799999999998, 51], ['Jun 26 2023', 12.293142857142858, 42]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been engraved with skeletons, flowers and serpents.\n\n<i>One little squeeze turns every morning into the Day of the Dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_rain.94762155e432dce01af1abf6d5b4e473ad7eb6dc.png""><br>Sticker: rain | Krakow 2017</center></div>'}]",Classified Rifle
AK-47 | Cartel (Field-Tested),"[['Jun 12 2023', 8.992608695652175, 128], ['Jun 13 2023', 9.252666666666666, 102], ['Jun 14 2023', 9.303818181818182, 148], ['Jun 15 2023', 9.545458333333332, 182], ['Jun 16 2023', 9.547083333333333, 148], ['Jun 17 2023', 9.559750000000001, 144], ['Jun 18 2023', 9.167681818181817, 130], ['Jun 19 2023', 9.16104347826087, 127], ['Jun 20 2023', 8.922333333333334, 105], ['Jun 21 2023', 8.818478260869565, 123], ['Jun 22 2023', 8.796739130434782, 128], ['Jun 23 2023', 8.682695652173914, 196], ['Jun 24 2023', 8.818565217391306, 146], ['Jun 25 2023', 8.290782608695652, 158], ['Jun 26 2023', 8.208142857142859, 115]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been engraved with skeletons, flowers and serpents.\n\n<i>One little squeeze turns every morning into the Day of the Dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Cartel (Well-Worn),"[['Jun 12 2023', 11.607333333333335, 4], ['Jun 13 2023', 11.776875, 9], ['Jun 14 2023', 11.626999999999999, 11], ['Jun 15 2023', 11.231818181818182, 15], ['Jun 16 2023', 11.802285714285714, 12], ['Jun 17 2023', 11.6944, 6], ['Jun 18 2023', 11.638375, 9], ['Jun 19 2023', 11.203625, 22], ['Jun 20 2023', 11.940444444444445, 13], ['Jun 21 2023', 11.0775, 12], ['Jun 22 2023', 11.899799999999999, 13], ['Jun 23 2023', 11.775400000000001, 18], ['Jun 24 2023', 11.6537, 16], ['Jun 25 2023', 11.542777777777777, 17], ['Jun 26 2023', 11.352571428571427, 11]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been engraved with skeletons, flowers and serpents.\n\n<i>One little squeeze turns every morning into the Day of the Dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_perfecto.32319d2d644f8789cd91d79928aa35b829927940.png""><br>Sticker: Perfecto | Stockholm 2021</center></div>'}]",Classified Rifle
AK-47 | Cartel (Battle-Scarred),"[['Jun 12 2023', 8.935764705882354, 37], ['Jun 13 2023', 9.099571428571428, 32], ['Jun 14 2023', 9.565055555555556, 39], ['Jun 15 2023', 9.733285714285714, 35], ['Jun 16 2023', 9.743684210526316, 37], ['Jun 17 2023', 9.871222222222226, 42], ['Jun 18 2023', 9.902833333333335, 32], ['Jun 19 2023', 9.750153846153847, 29], ['Jun 20 2023', 9.712461538461538, 20], ['Jun 21 2023', 8.896266666666664, 34], ['Jun 22 2023', 9.014764705882353, 24], ['Jun 23 2023', 8.910333333333336, 25], ['Jun 24 2023', 9.056999999999999, 33], ['Jun 25 2023', 8.401000000000002, 33], ['Jun 26 2023', 8.3795625, 34]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been engraved with skeletons, flowers and serpents.\n\n<i>One little squeeze turns every morning into the Day of the Dead</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Chroma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Case Hardened (Factory New),"[['Jun 10 2023', 438.26, 1], ['Jun 11 2023', 538.008, 1], ['Jun 13 2023', 490.024, 2], ['Jun 14 2023', 504.378, 1], ['Jun 15 2023', 493.25600000000003, 3], ['Jun 16 2023', 543.0079999999999, 3], ['Jun 17 2023', 545.5809999999999, 2], ['Jun 18 2023', 533.2737500000001, 6], ['Jun 19 2023', 506.89, 4], ['Jun 20 2023', 517.3395, 2], ['Jun 21 2023', 575.25, 2], ['Jun 22 2023', 560.53, 1], ['Jun 23 2023', 487.5195, 2], ['Jun 24 2023', 481.83799999999997, 4], ['Jun 26 2023', 472.5685, 2]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been color case-hardened through the application of wood charcoal at high temperatures.\n\n<i>A little color never hurt anyone</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Arms Deal Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community2022/noir_grenade_paper.4e44e285a4f224716b3fabfb098e6d9a1f500cea.png""><br>Sticker: Explosive Strength</center></div>'}]",Classified Rifle
AK-47 | Case Hardened (Minimal Wear),"[['Jun 12 2023', 483.1248333333333, 8], ['Jun 13 2023', 459.8385, 8], ['Jun 14 2023', 363.6203333333333, 4], ['Jun 15 2023', 507.6035, 4], ['Jun 16 2023', 344.57275, 5], ['Jun 17 2023', 344.25528571428566, 7], ['Jun 18 2023', 353.61875, 9], ['Jun 19 2023', 365.0579, 11], ['Jun 20 2023', 350.596, 4], ['Jun 21 2023', 381.91633333333334, 6], ['Jun 22 2023', 354.3546666666667, 3], ['Jun 23 2023', 382.18233333333336, 4], ['Jun 24 2023', 334.75333333333333, 3], ['Jun 25 2023', 289.7106, 5], ['Jun 26 2023', 362.466, 6]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been color case-hardened through the application of wood charcoal at high temperatures.\n\n<i>A little color never hurt anyone</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Arms Deal Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/halo/killjoy_holo.af263b792cf39ebb11fcca5cbf3d9b283d4a257d.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stickers2/lets_roll_oll_holo.e92aaea16dfa1fc2a3e24ac616ea4446e0fec25d.png""><br>Sticker: Killjoy (Holo), Let\'s Roll-oll (Holo)</center></div>'}]",Classified Rifle
