market_name,median_avg_prices_15days,assets.descriptions,assets.type
M4A4 | Desert Storm (Battle-Scarred),"[['Jun 02 2023', 14.994, 2], ['Jun 03 2023', 17.167, 2], ['Jun 05 2023', 16.5, 1], ['Jun 07 2023', 24.23, 1], ['Jun 11 2023', 17.884, 2], ['Jun 13 2023', 18.413, 2], ['Jun 14 2023', 16.53, 1], ['Jun 15 2023', 19.025, 3], ['Jun 17 2023', 21.1235, 2], ['Jun 19 2023', 17.04, 1], ['Jun 20 2023', 16.42, 1], ['Jun 22 2023', 16.3, 1], ['Jun 23 2023', 20.118000000000002, 2], ['Jun 24 2023', 18.79, 1], ['Jun 26 2023', 18.316000000000003, 2]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a desert camouflage hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Dust Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Tornado (Factory New),"[['Apr 08 2023', 44.35, 1], ['Apr 10 2023', 60.191, 2], ['Apr 12 2023', 61.017, 1], ['Apr 14 2023', 56.49, 1], ['Apr 18 2023', 89.9125, 2], ['Apr 24 2023', 66.047, 1], ['Apr 25 2023', 55.37, 1], ['Apr 28 2023', 53.79, 1], ['May 06 2023', 57.5, 1], ['May 14 2023', 54.33, 1], ['May 18 2023', 53.429, 1], ['May 22 2023', 54.596, 1], ['May 27 2023', 72.45, 1], ['Jun 10 2023', 80.455, 1], ['Jun 21 2023', 76.39, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has individual parts spray-painted solid colors in a tornado color scheme.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Inferno Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community01/death_comes.9772a1c22f905d5c9b7144091fec60ad370ecd77.png""><br>Sticker: Death Comes</center></div>'}]",Industrial Grade Rifle
M4A4 | Tornado (Minimal Wear),"[['Jun 12 2023', 5.16, 4], ['Jun 13 2023', 5.351999999999999, 5], ['Jun 14 2023', 5.278, 9], ['Jun 15 2023', 5.837444444444445, 9], ['Jun 16 2023', 5.62225, 4], ['Jun 17 2023', 5.2875000000000005, 8], ['Jun 18 2023', 5.2620000000000005, 7], ['Jun 19 2023', 6.7379999999999995, 8], ['Jun 20 2023', 5.671499999999999, 6], ['Jun 21 2023', 5.8918, 5], ['Jun 22 2023', 5.164666666666666, 3], ['Jun 23 2023', 24.849125, 10], ['Jun 24 2023', 5.064500000000001, 12], ['Jun 25 2023', 4.9556, 6], ['Jun 26 2023', 4.664499999999999, 5]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has individual parts spray-painted solid colors in a tornado color scheme.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Inferno Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Tornado (Field-Tested),"[['Jun 12 2023', 1.3018235294117646, 39], ['Jun 13 2023', 1.1718235294117647, 28], ['Jun 14 2023', 1.3070000000000002, 45], ['Jun 15 2023', 1.248894736842105, 47], ['Jun 16 2023', 1.2420000000000002, 27], ['Jun 17 2023', 1.3577272727272727, 40], ['Jun 18 2023', 1.3017894736842102, 46], ['Jun 19 2023', 1.2460588235294114, 37], ['Jun 20 2023', 1.20725, 28], ['Jun 21 2023', 1.2700588235294117, 40], ['Jun 22 2023', 1.2962500000000001, 47], ['Jun 23 2023', 1.252809523809524, 52], ['Jun 24 2023', 1.2752499999999998, 39], ['Jun 25 2023', 1.2893749999999997, 36], ['Jun 26 2023', 24.129, 20]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has individual parts spray-painted solid colors in a tornado color scheme.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Inferno Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Tornado (Well-Worn),"[['Jun 12 2023', 2.3743333333333334, 3], ['Jun 13 2023', 2.7264999999999997, 3], ['Jun 14 2023', 3.2373333333333334, 3], ['Jun 15 2023', 3.25225, 4], ['Jun 16 2023', 3.363333333333333, 9], ['Jun 17 2023', 3.4866, 8], ['Jun 18 2023', 3.4500000000000006, 14], ['Jun 19 2023', 3.44, 3], ['Jun 20 2023', 3.6950000000000003, 12], ['Jun 21 2023', 3.58425, 4], ['Jun 22 2023', 2.9699999999999998, 2], ['Jun 23 2023', 3.307, 3], ['Jun 24 2023', 3.0847499999999997, 4], ['Jun 25 2023', 3.125, 2], ['Jun 26 2023', 2.469333333333333, 4]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has individual parts spray-painted solid colors in a tornado color scheme.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Inferno Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Tornado (Battle-Scarred),"[['Jun 11 2023', 2.6166, 6], ['Jun 12 2023', 3.1487142857142856, 8], ['Jun 13 2023', 2.962666666666667, 3], ['Jun 14 2023', 2.5495, 2], ['Jun 15 2023', 2.462333333333333, 4], ['Jun 16 2023', 1.8086666666666666, 4], ['Jun 17 2023', 2.7215, 9], ['Jun 18 2023', 3.3196666666666665, 3], ['Jun 19 2023', 2.8565, 2], ['Jun 20 2023', 3.2243333333333335, 3], ['Jun 21 2023', 2.855, 3], ['Jun 22 2023', 3.0717142857142856, 10], ['Jun 23 2023', 3.4172000000000002, 7], ['Jun 24 2023', 3.246, 3], ['Jun 25 2023', 2.0535, 5]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has individual parts spray-painted solid colors in a tornado color scheme.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Inferno Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Jungle Tiger (Factory New),"[['Apr 29 2023', 88.998, 1], ['Apr 30 2023', 51.46, 2], ['May 07 2023', 85, 1], ['May 09 2023', 95.003, 1], ['May 10 2023', 95.003, 1], ['May 16 2023', 64.44, 1], ['May 20 2023', 91.994, 1], ['May 24 2023', 102.69, 1], ['May 25 2023', 96.182, 1], ['May 28 2023', 91.169, 1], ['May 30 2023', 96.5, 1], ['May 31 2023', 101.28, 1], ['Jun 03 2023', 78.52, 1], ['Jun 08 2023', 89.441, 1], ['Jun 17 2023', 94.124, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a jungle tiger hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Aztec Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Jungle Tiger (Minimal Wear),"[['Jun 12 2023', 7.904, 5], ['Jun 13 2023', 8.030999999999999, 3], ['Jun 14 2023', 8.052666666666667, 3], ['Jun 15 2023', 8.546857142857144, 7], ['Jun 16 2023', 7.956571428571428, 7], ['Jun 17 2023', 8.355, 5], ['Jun 18 2023', 7.854000000000001, 6], ['Jun 19 2023', 10.566333333333333, 7], ['Jun 20 2023', 8.692499999999999, 7], ['Jun 21 2023', 8.195, 2], ['Jun 22 2023', 8.192333333333334, 3], ['Jun 23 2023', 8.372800000000002, 5], ['Jun 24 2023', 7.7775, 3], ['Jun 25 2023', 7.496666666666667, 3], ['Jun 26 2023', 8.301, 4]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a jungle tiger hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Aztec Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Jungle Tiger (Field-Tested),"[['Jun 12 2023', 4.489545454545454, 23], ['Jun 13 2023', 4.336083333333334, 17], ['Jun 14 2023', 4.63125, 22], ['Jun 15 2023', 4.9079999999999995, 6], ['Jun 16 2023', 4.541874999999999, 8], ['Jun 17 2023', 4.901000000000001, 24], ['Jun 18 2023', 4.556900000000001, 14], ['Jun 19 2023', 4.789, 11], ['Jun 20 2023', 4.432833333333334, 6], ['Jun 21 2023', 4.618, 4], ['Jun 22 2023', 4.958, 6], ['Jun 23 2023', 4.4555454545454545, 17], ['Jun 24 2023', 4.747111111111111, 20], ['Jun 25 2023', 4.869666666666666, 13], ['Jun 26 2023', 4.985250000000001, 12]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a jungle tiger hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Aztec Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Jungle Tiger (Well-Worn),"[['Jun 01 2023', 4.695, 2], ['Jun 06 2023', 4.17, 1], ['Jun 07 2023', 4.816, 1], ['Jun 08 2023', 4.19, 1], ['Jun 09 2023', 4.908, 1], ['Jun 11 2023', 4.975, 1], ['Jun 14 2023', 4.64, 1], ['Jun 15 2023', 4.47, 3], ['Jun 16 2023', 7.1386666666666665, 5], ['Jun 17 2023', 4.2545, 2], ['Jun 18 2023', 3.8819999999999997, 2], ['Jun 20 2023', 4.4, 1], ['Jun 21 2023', 4.383333333333333, 3], ['Jun 22 2023', 4.506, 1], ['Jun 23 2023', 4.0225, 3]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a jungle tiger hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Aztec Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A4 | Jungle Tiger (Battle-Scarred),"[['Jun 06 2023', 5.847, 1], ['Jun 07 2023', 4.40875, 5], ['Jun 09 2023', 11.22, 1], ['Jun 11 2023', 4.872, 3], ['Jun 13 2023', 4.0775, 2], ['Jun 14 2023', 4.566666666666666, 3], ['Jun 16 2023', 2.9175, 2], ['Jun 17 2023', 4.539, 1], ['Jun 18 2023', 3.95, 1], ['Jun 19 2023', 3.93, 1], ['Jun 21 2023', 4.11, 1], ['Jun 22 2023', 4.18, 3], ['Jun 23 2023', 4.151, 6], ['Jun 24 2023', 3.7345, 9], ['Jun 26 2023', 4.4864999999999995, 2]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'More accurate but less damaging than its AK-47 counterpart, the M4A4 is the full-auto assault rifle of choice for CTs. It has been painted using a jungle tiger hydrographic.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Aztec Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Industrial Grade Rifle
M4A1-S | Printstream (Factory New),"[['Jun 08 2023', 616.565, 2], ['Jun 09 2023', 644.9953333333334, 6], ['Jun 10 2023', 587.69, 2], ['Jun 11 2023', 684.576, 1], ['Jun 12 2023', 593, 1], ['Jun 14 2023', 624.516, 4], ['Jun 15 2023', 663.1925, 3], ['Jun 16 2023', 667.9605, 4], ['Jun 17 2023', 646.196, 3], ['Jun 19 2023', 737.3525, 2], ['Jun 21 2023', 631.731, 1], ['Jun 22 2023', 630.11, 2], ['Jun 23 2023', 637.6176666666667, 3], ['Jun 25 2023', 597.249, 1], ['Jun 26 2023', 589.69, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with a stark black and white design and finished with pearlescent highlights.\n\n<i>WHITE_1; BLACK_1; PEARLESCENT_1; SILENCED_1;</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Broken Fang Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Printstream (Minimal Wear),"[['Jun 12 2023', 339.1927, 11], ['Jun 13 2023', 335.7335, 11], ['Jun 14 2023', 344.33299999999997, 10], ['Jun 15 2023', 345.3165000000001, 7], ['Jun 16 2023', 363.38325000000003, 14], ['Jun 17 2023', 360.57122222222216, 11], ['Jun 18 2023', 352.778, 12], ['Jun 19 2023', 347.52666666666676, 9], ['Jun 20 2023', 355.83500000000004, 7], ['Jun 21 2023', 352.084, 6], ['Jun 22 2023', 343.5476666666666, 12], ['Jun 23 2023', 345.6168333333333, 6], ['Jun 24 2023', 338.60519999999997, 15], ['Jun 25 2023', 339.6518, 14], ['Jun 26 2023', 330.4414166666667, 14]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with a stark black and white design and finished with pearlescent highlights.\n\n<i>WHITE_1; BLACK_1; PEARLESCENT_1; SILENCED_1;</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Broken Fang Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Printstream (Field-Tested),"[['Jun 12 2023', 217.01518749999997, 29], ['Jun 13 2023', 231.06199999999998, 34], ['Jun 14 2023', 218.48700000000002, 43], ['Jun 15 2023', 232.46452941176472, 28], ['Jun 16 2023', 225.16486666666663, 27], ['Jun 17 2023', 230.2035294117647, 42], ['Jun 18 2023', 223.84595, 51], ['Jun 19 2023', 228.37821052631577, 33], ['Jun 20 2023', 218.64552941176473, 39], ['Jun 21 2023', 217.3185, 41], ['Jun 22 2023', 231.3197777777778, 30], ['Jun 23 2023', 213.25282352941176, 49], ['Jun 24 2023', 216.86539999999997, 43], ['Jun 25 2023', 215.78771428571432, 42], ['Jun 26 2023', 202.52146666666664, 29]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with a stark black and white design and finished with pearlescent highlights.\n\n<i>WHITE_1; BLACK_1; PEARLESCENT_1; SILENCED_1;</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Broken Fang Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Printstream (Well-Worn),"[['Jun 08 2023', 188.5756666666667, 4], ['Jun 09 2023', 183.59799999999998, 3], ['Jun 10 2023', 188.11650000000003, 4], ['Jun 11 2023', 200.665, 4], ['Jun 12 2023', 186.96466666666666, 3], ['Jun 14 2023', 197.77949999999998, 2], ['Jun 15 2023', 190.4195, 2], ['Jun 16 2023', 195.56125, 4], ['Jun 17 2023', 221.175, 2], ['Jun 18 2023', 213.95, 1], ['Jun 19 2023', 195.7785, 4], ['Jun 20 2023', 199.47899999999998, 5], ['Jun 22 2023', 193.5393333333333, 3], ['Jun 24 2023', 198.1986, 5], ['Jun 26 2023', 187.53300000000004, 7]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with a stark black and white design and finished with pearlescent highlights.\n\n<i>WHITE_1; BLACK_1; PEARLESCENT_1; SILENCED_1;</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Broken Fang Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Printstream (Battle-Scarred),"[['Jun 12 2023', 141.79823076923077, 18], ['Jun 13 2023', 136.469, 11], ['Jun 14 2023', 149.53875, 10], ['Jun 15 2023', 151.9896666666667, 17], ['Jun 16 2023', 146.15653333333336, 21], ['Jun 17 2023', 153.69953846153845, 21], ['Jun 18 2023', 152.58076923076925, 19], ['Jun 19 2023', 149.8338, 12], ['Jun 20 2023', 153.82144444444444, 12], ['Jun 21 2023', 150.50039999999998, 10], ['Jun 22 2023', 143.96615384615384, 16], ['Jun 23 2023', 142.02245454545456, 18], ['Jun 24 2023', 135.58684615384618, 19], ['Jun 25 2023', 143.61935714285713, 22], ['Jun 26 2023', 123.5109090909091, 15]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with a stark black and white design and finished with pearlescent highlights.\n\n<i>WHITE_1; BLACK_1; PEARLESCENT_1; SILENCED_1;</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Broken Fang Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community02/drugwarveteran.be7827b1d4b80516def52a5e86a814a99fe186c2.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/riptide_surfshop/strafe_01.f8c89d4d2e816607934f7cb8da1553db9075588a.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rmr2020/spir_holo.bc0afe77195df300e2798479859fc9c35d1fa487.png""><br>Sticker: Drug War Veteran, Abalone Strafe (Holo), Spirit (Holo) | 2020 RMR</center></div>'}]",Covert Rifle
M4A1-S | Player Two (Factory New),"[['Jun 12 2023', 130.164, 2], ['Jun 13 2023', 130.16566666666668, 7], ['Jun 14 2023', 131.29500000000002, 7], ['Jun 15 2023', 129.34859999999998, 6], ['Jun 16 2023', 134.95375, 12], ['Jun 17 2023', 138.80112499999998, 15], ['Jun 18 2023', 137.702625, 9], ['Jun 19 2023', 143.1912, 6], ['Jun 20 2023', 132.80133333333333, 3], ['Jun 21 2023', 127.295, 6], ['Jun 22 2023', 132.2636, 10], ['Jun 23 2023', 126.725, 9], ['Jun 24 2023', 116.6965, 5], ['Jun 25 2023', 128.558, 1], ['Jun 26 2023', 121.06666666666668, 6]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with bright colors and features animated versions of a GIGN CT and Pop Dog.\n\n<i>Press Start...</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Player Two (Minimal Wear),"[['Jun 12 2023', 60.53155, 42], ['Jun 13 2023', 62.38161111111109, 43], ['Jun 14 2023', 61.1779411764706, 34], ['Jun 15 2023', 63.571550000000016, 40], ['Jun 16 2023', 62.654049999999984, 44], ['Jun 17 2023', 62.68127272727272, 45], ['Jun 18 2023', 63.29421052631579, 47], ['Jun 19 2023', 62.166952380952374, 44], ['Jun 20 2023', 60.89826666666668, 47], ['Jun 21 2023', 60.38919047619048, 46], ['Jun 22 2023', 60.69077777777776, 50], ['Jun 23 2023', 59.16240000000001, 58], ['Jun 24 2023', 58.92965, 48], ['Jun 25 2023', 58.610749999999996, 45], ['Jun 26 2023', 59.145450000000004, 40]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with bright colors and features animated versions of a GIGN CT and Pop Dog.\n\n<i>Press Start...</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Player Two (Field-Tested),"[['Jun 12 2023', 29.571391304347827, 159], ['Jun 13 2023', 29.345086956521744, 146], ['Jun 14 2023', 29.540541666666666, 158], ['Jun 15 2023', 29.675416666666667, 167], ['Jun 16 2023', 29.814041666666668, 171], ['Jun 17 2023', 30.06204166666666, 180], ['Jun 18 2023', 30.074874999999995, 176], ['Jun 19 2023', 29.95991666666667, 156], ['Jun 20 2023', 28.711869565217388, 144], ['Jun 21 2023', 29.220521739130437, 151], ['Jun 22 2023', 29.088818181818183, 125], ['Jun 23 2023', 28.202041666666663, 241], ['Jun 24 2023', 28.01077272727273, 174], ['Jun 25 2023', 28.07717391304348, 163], ['Jun 26 2023', 27.740434782608695, 133]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with bright colors and features animated versions of a GIGN CT and Pop Dog.\n\n<i>Press Start...</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Player Two (Well-Worn),"[['Jun 12 2023', 27.694999999999997, 21], ['Jun 13 2023', 27.421166666666668, 16], ['Jun 14 2023', 28.352, 19], ['Jun 15 2023', 29.888571428571424, 7], ['Jun 16 2023', 29.35711111111111, 12], ['Jun 17 2023', 30.716714285714286, 13], ['Jun 18 2023', 28.21383333333333, 17], ['Jun 19 2023', 29.740333333333336, 11], ['Jun 20 2023', 28.904400000000003, 14], ['Jun 21 2023', 28.41927272727273, 13], ['Jun 22 2023', 29.18545454545455, 13], ['Jun 23 2023', 28.84444444444445, 14], ['Jun 24 2023', 27.9395, 7], ['Jun 25 2023', 26.414153846153848, 15], ['Jun 26 2023', 27.401416666666666, 20]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with bright colors and features animated versions of a GIGN CT and Pop Dog.\n\n<i>Press Start...</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Player Two (Battle-Scarred),"[['Jun 12 2023', 15.097090909090907, 85], ['Jun 13 2023', 15.207999999999998, 80], ['Jun 14 2023', 14.924636363636363, 90], ['Jun 15 2023', 15.123818181818182, 88], ['Jun 16 2023', 15.244363636363637, 94], ['Jun 17 2023', 15.851818181818182, 99], ['Jun 18 2023', 15.759863636363635, 94], ['Jun 19 2023', 15.490347826086952, 102], ['Jun 20 2023', 15.93847368421053, 59], ['Jun 21 2023', 15.287272727272729, 91], ['Jun 22 2023', 15.582095238095238, 72], ['Jun 23 2023', 13.440285714285713, 149], ['Jun 24 2023', 14.671045454545457, 99], ['Jun 25 2023', 14.872761904761903, 81], ['Jun 26 2023', 14.580190476190475, 77]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It has been custom painted with bright colors and features animated versions of a GIGN CT and Pop Dog.\n\n<i>Press Start...</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Prisma 2 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Mecha Industries (Factory New),"[['Jun 12 2023', 83.28, 6], ['Jun 13 2023', 86.55214285714285, 9], ['Jun 14 2023', 90.26983333333334, 8], ['Jun 15 2023', 84.03925000000001, 8], ['Jun 16 2023', 81.37899999999999, 12], ['Jun 17 2023', 89.99533333333333, 11], ['Jun 18 2023', 87.335375, 13], ['Jun 19 2023', 86.161875, 11], ['Jun 20 2023', 88.722, 8], ['Jun 21 2023', 90.90908333333333, 16], ['Jun 22 2023', 88.529, 7], ['Jun 23 2023', 84.592125, 10], ['Jun 24 2023', 79.7467142857143, 9], ['Jun 25 2023', 83.31371428571428, 8], ['Jun 26 2023', 80.25577777777778, 11]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It is constructed of hardened ceramic panels.\n\n<i>Featuring all new technology</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Gamma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
M4A1-S | Mecha Industries (Minimal Wear),"[['Jun 12 2023', 49.30975, 33], ['Jun 13 2023', 49.04835714285715, 25], ['Jun 14 2023', 48.485705882352946, 39], ['Jun 15 2023', 50.53294736842105, 42], ['Jun 16 2023', 50.71529999999999, 42], ['Jun 17 2023', 52.16199999999999, 30], ['Jun 18 2023', 52.47776470588234, 36], ['Jun 19 2023', 49.62073333333333, 25], ['Jun 20 2023', 48.59057142857144, 31], ['Jun 21 2023', 48.35375, 40], ['Jun 22 2023', 48.769124999999995, 26], ['Jun 23 2023', 46.68327272727272, 47], ['Jun 24 2023', 44.83723529411765, 38], ['Jun 25 2023', 46.36141176470588, 32], ['Jun 26 2023', 45.72157142857143, 24]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'With a smaller magazine than its unmuffled counterpart, the silenced M4A1 provides quieter shots with less recoil and better accuracy. It is constructed of hardened ceramic panels.\n\n<i>Featuring all new technology</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Gamma Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
